d_r,beta_r,chisq,4,8,16,32
0.001,0.1,102.15711420945424,0.0011087581268608192,0.00113295052365137,0.0011504578412075115,0.0011600216458424837
0.001,0.2,101.61136335747602,0.0012358099627618193,0.0012925166706096401,0.0013312199601375552,0.001352815927603564
0.001,0.30000000000000004,100.96329502492547,0.001383793800877038,0.0014842500389032065,0.0015495768204219832,0.0015863492993420578
0.001,0.4,100.19292112163218,0.0015558362913307333,0.0017149544889406023,0.0018147733482813103,0.0018708181489893144
0.001,0.5,99.27593036843352,0.0017556329289244567,0.0019929777055717962,0.002138566478651925,0.0022193469589195376
0.001,0.6,98.18276945331037,0.0019875443057136523,0.002328573515051032,0.0025359483818393333,0.0026489236072657833
0.001,0.7000000000000001,96.8775475068725,0.0022567109609199897,0.002734352653222547,0.003026086180962809,0.003181657064592496
0.001,0.8,95.31675010739644,0.002569190232443878,0.0032258442346697644,0.0036335449821914474,0.003846474656771023
0.001,0.9,93.44776497885647,0.0029321191950788137,0.0038221959251497164,0.004389882222924561,0.0046814203056909824
0.001,1.0,91.20725452582097,0.003353908582877904,0.004547048093590051,0.005335729405911154,0.005736776608565844
0.0011,0.1,101.75452887582344,0.0012196339395469011,0.001246245576016507,0.0012655036253282625,0.0012760238104267318
0.0011,0.2,101.15620920125484,0.0013593909590380014,0.0014217683376706043,0.0014643419561513108,0.0014880975203639204
0.0011,0.30000000000000004,100.44600161019511,0.0015221731809647416,0.0016326750427935275,0.0017045345024641815,0.0017449842292762635
0.0011,0.4,99.60215737486433,0.0017114199204638066,0.001886449937834663,0.001996250683109441,0.0020578999638882463
0.0011,0.5,98.59826670511507,0.0019311962218169021,0.002192275476128976,0.0023524231265171177,0.0024412816548114906
0.0011,0.6,97.40228860427928,0.0021862987362850175,0.002561430866556135,0.0027895432200232668,0.0029138159679923613
0.0011,0.7000000000000001,95.97540527678795,0.002482382057011989,0.003007787918544802,0.0033286947990590894,0.0034998227710517455
0.0011,0.8,94.27069540601522,0.0028261092556882655,0.0035484286581367415,0.003996899480410592,0.004231122122448125
0.0011,0.9,92.23164328926201,0.003225331114586695,0.004204415517664689,0.004828870445217018,0.0051495623362600796
0.0011,1.0,89.79054517277198,0.0036892994411656943,0.0050017529029490575,0.005869302346502269,0.006310454269422429
0.0012000000000000001,0.1,101.35333409810224,0.0013305097522329833,0.0013595406283816443,0.001380549409449014,0.0013920259750109804
0.0012000000000000001,0.2,100.70281037596274,0.0014829719553141833,0.0015510200047315684,0.0015974639521650661,0.0016233791131242772
0.0012000000000000001,0.30000000000000004,99.93094853998406,0.0016605525610524454,0.0017811000466838483,0.0018594921845063797,0.0019036191592104695
0.0012000000000000001,0.4,99.01428252866883,0.0018670035495968798,0.0020579453867287227,0.0021777280179375727,0.0022449817787871776
0.0012000000000000001,0.5,97.92436451669062,0.002106759514709348,0.0023915732466861556,0.0025662797743823103,0.0026632163507034445
0.0012000000000000001,0.6,96.62675084937848,0.0023850531668563823,0.002794288218061238,0.0030431380582072,0.0031787083287189394
0.0012000000000000001,0.7000000000000001,95.07981719785013,0.0027080531531039876,0.0032812231838670568,0.003631303417155371,0.0038179884775109947
0.0012000000000000001,0.8,93.23340708644456,0.0030830282789326533,0.0038710130816037185,0.004360253978629737,0.004615769588125227
0.0012000000000000001,0.9,91.02734825868555,0.0035185430340945764,0.00458663511017966,0.005267858667509474,0.0056177043668291776
0.0012000000000000001,1.0,88.38992854816806,0.004024690299453485,0.005456457712308064,0.006402875287093384,0.006884131930279013
0.0013000000000000002,0.1,100.9535298762906,0.0014413855649190654,0.0014728356807467812,0.001495595193569765,0.0015080281395952286
0.0013000000000000002,0.2,100.25116688159974,0.0016065529515903653,0.001680271671792532,0.001730585948178822,0.0017586607058846337
0.0013000000000000002,0.30000000000000004,99.41813581429224,0.0017989319411401495,0.001929525050574169,0.0020144498665485783,0.002062254089144675
0.0013000000000000002,0.4,98.42929658304567,0.0020225871787299533,0.0022294408356227833,0.002359205352765704,0.0024320635936861093
0.0013000000000000002,0.5,97.25422380316019,0.002282322807601794,0.0025908710172433355,0.0027801364222475033,0.0028851510465953984
0.0013000000000000002,0.6,95.85615618860803,0.0025838075974277475,0.0030271455695663418,0.003296732896391133,0.003443600689445518
0.0013000000000000002,0.7000000000000001,94.19078327005906,0.0029337242491959863,0.0035546584491893112,0.003933912035251651,0.004136154183970245
0.0013000000000000002,0.8,92.20488514868445,0.0033399473021770414,0.004193597505070696,0.004723608476848882,0.00500041705380233
0.0013000000000000002,0.9,89.83487988712707,0.003811754953602458,0.0049688547026946325,0.005706846889801931,0.006085846397398276
0.0013000000000000002,1.0,87.00540465200922,0.004360081157741275,0.005911162521667068,0.006936448227684499,0.0074578095911355955
0.0014000000000000002,0.1,100.55511621038858,0.0015522613776051471,0.0015861307331119182,0.0016106409776905162,0.0016240303041794772
0.0014000000000000002,0.2,99.80127871816592,0.0017301339478665474,0.0018095233388534964,0.0018637079441925772,0.0018939422986449905
0.0014000000000000002,0.30000000000000004,98.90756343311973,0.0019373113212278533,0.002077950054464489,0.002169407548590777,0.0022208890190788815
0.0014000000000000002,0.4,97.84719953799483,0.0021781708078630266,0.002400936284516844,0.002540682687593835,0.0026191454085850406
0.0014000000000000002,0.5,96.58784456452376,0.00245788610049424,0.002790168787800515,0.0029939930701126955,0.003107085742487352
0.0014000000000000002,0.6,95.0905046219679,0.002782562027999113,0.0032600029210714445,0.003550327734575067,0.003708493050172097
0.0014000000000000002,0.7000000000000001,93.30830349341473,0.0031593953452879854,0.0038280937145115657,0.004236520653347933,0.004454319890429495
0.0014000000000000002,0.8,91.18512959273491,0.003596866325421429,0.004516181928537671,0.005086962975068028,0.005385064519479433
0.0014000000000000002,0.9,88.65423817458654,0.00410496687311034,0.005351074295209605,0.006145835112094387,0.006553988427967374
0.0014000000000000002,1.0,85.63697348429544,0.004695472016029065,0.0063658673310260745,0.007470021168275617,0.008031487251992181
0.0015000000000000002,0.1,100.15809310039616,0.0016631371902912295,0.0016994257854770554,0.0017256867618112674,0.0017400324687637254
0.0015000000000000002,0.2,99.35314588566116,0.0018537149441427293,0.0019387750059144605,0.0019968299402063324,0.0020292238914053464
0.0015000000000000002,0.30000000000000004,98.3992313964665,0.002075690701315557,0.0022263750583548106,0.002324365230632975,0.002379523949013087
0.0015000000000000002,0.4,97.26799139351635,0.0023337544369961003,0.0025724317334109036,0.0027221600224219653,0.002806227223483972
0.0015000000000000002,0.5,95.92522680078139,0.002633449393386685,0.0029894665583576952,0.003207849717977888,0.0033290204383793066
0.0015000000000000002,0.6,94.3297961494581,0.002981316458570478,0.0034928602725765477,0.0038039225727590003,0.003973385410898676
0.0015000000000000002,0.7000000000000001,92.43237786791714,0.0033850664413799846,0.004101528979833821,0.004539129271444214,0.004772485596888745
0.0015000000000000002,0.8,90.17414041859593,0.0038537853486658173,0.004838766352004648,0.005450317473287171,0.005769711985156534
0.0015000000000000002,0.9,87.48542312106399,0.00439817879261822,0.0057332938877245766,0.006584823334386843,0.007022130458536473
0.0015000000000000002,1.0,84.28463504502673,0.0050308628743168556,0.006820572140385078,0.008003594108866731,0.008605164912848766
0.0016000000000000003,0.1,99.76246054631328,0.001774013002977311,0.0018127208378421926,0.0018407325459320186,0.0018560346333479738
0.0016000000000000003,0.2,98.90676838408554,0.001977295940418911,0.0020680266729754242,0.002129951936220088,0.0021645054841657034
0.0016000000000000003,0.30000000000000004,97.89313970433253,0.002214070081403261,0.0023748000622451308,0.0024793229126751732,0.0025381588789472925
0.0016000000000000003,0.4,96.69167214961021,0.0024893380661291735,0.002743927182304964,0.002903637357250097,0.002993309038382903
0.0016000000000000003,0.5,95.266370511933,0.0028090126862791312,0.0031887643289148747,0.0034217063658430803,0.003550955134271259
0.0016000000000000003,0.6,93.57403077107863,0.0031800708891418436,0.0037257176240816513,0.004057517410942933,0.004238277771625254
0.0016000000000000003,0.7000000000000001,91.56300639356633,0.0036107375374719837,0.004374964245156075,0.004841737889540495,0.005090651303347994
0.0016000000000000003,0.8,89.17191762626749,0.0041107043719102055,0.005161350775471624,0.005813671971506317,0.006154359450833638
0.0016000000000000003,0.9,86.32843472655942,0.004691390712126102,0.006115513480239548,0.0070238115566793,0.00749027248910557
0.0016000000000000003,1.0,82.94838933420307,0.005366253732604646,0.007275276949744084,0.008537167049457846,0.009178842573705348
0.0017000000000000003,0.1,99.36821854814,0.0018848888156633933,0.0019260158902073294,0.00195577833005277,0.0019720367979322224
0.0017000000000000003,0.2,98.46214621343903,0.0021008769366950932,0.0021972783400363884,0.0022630739322338444,0.0022997870769260595
0.0017000000000000003,0.30000000000000004,97.38928835671786,0.002352449461490965,0.002523225066135452,0.002634280594717372,0.0026967938088814985
0.0017000000000000003,0.4,96.11824180627639,0.002644921695262247,0.0029154226311990245,0.003085114692078228,0.0031803908532818353
0.0017000000000000003,0.5,94.61127569797866,0.002984575979171577,0.003388062099472054,0.0036355630137082733,0.003772889830163214
0.0017000000000000003,0.6,92.82320848682946,0.0033788253197132084,0.003958574975586755,0.0043111122491268665,0.004503170132351832
0.0017000000000000003,0.7000000000000001,90.70018907036221,0.003836408633563983,0.004648399510478331,0.005144346507636776,0.005408817009807244
0.0017000000000000003,0.8,88.1784612157496,0.004367623395154592,0.005483935198938602,0.00617702646972546,0.0065390069165107405
0.0017000000000000003,0.9,85.18327299107281,0.004984602631633983,0.00649773307275452,0.007462799778971756,0.007958414519674668
0.0017000000000000003,1.0,81.6282363518245,0.005701644590892437,0.007729981759103091,0.009070739990048962,0.009752520234561935
0.0018000000000000004,0.1,98.97536710587633,0.0019957646283494746,0.002039310942572467,0.0020708241141735215,0.002088038962516471
0.0018000000000000004,0.2,98.0192793737216,0.0022244579329712753,0.0023265300070973525,0.0023961959282475997,0.002435068669686416
0.0018000000000000004,0.30000000000000004,96.88767735362248,0.002490828841578669,0.0026716500700257727,0.0027892382767595704,0.002855428738815704
0.0018000000000000004,0.4,95.5477003635149,0.00280050532439532,0.003086918080093085,0.0032665920269063587,0.003367472668180766
0.0018000000000000004,0.5,93.95994235891831,0.003160139272064023,0.0035873598700292345,0.0038494196615734663,0.0039948245260551666
0.0018000000000000004,0.6,92.07732929671064,0.003577579750284575,0.004191432327091858,0.0045647070873107995,0.0047680624930784106
0.0018000000000000004,0.7000000000000001,89.84392589830489,0.004062079729655982,0.004921834775800585,0.005446955125733057,0.005726982716266493
0.0018000000000000004,0.8,87.19377118704229,0.00462454241839898,0.005806519622405578,0.0065403809679446066,0.00692365438218784
0.0018000000000000004,0.9,84.04993791460417,0.005277814551141865,0.006879952665269492,0.007901788001264213,0.008426556550243767
0.0018000000000000004,1.0,80.32417609789098,0.006037035449180227,0.008184686568462095,0.009604312930640077,0.010326197895418521
0.0019000000000000004,0.1,98.58390621952219,0.002106640441035557,0.002152605994937604,0.0021858698982942723,0.002204041127100719
0.0019000000000000004,0.2,97.57816786493332,0.0023480389292474574,0.002455781674158317,0.002529317924261355,0.002570350262446773
0.0019000000000000004,0.30000000000000004,96.38830669504637,0.0026292082216663724,0.0028200750739160933,0.002944195958801768,0.00301406366874991
0.0019000000000000004,0.4,94.9800478213258,0.0029560889535283933,0.0032584135289871453,0.0034480693617344907,0.0035545544830796988
0.0019000000000000004,0.5,93.312370494752,0.0033357025649564686,0.0037866576405864135,0.004063276309438659,0.004216759221947122
0.0019000000000000004,0.6,91.33639320072214,0.0037763341808559397,0.00442428967859696,0.004818301925494733,0.0050329548538049895
0.0019000000000000004,0.7000000000000001,88.9942168773943,0.004287750825747981,0.0051952700411228405,0.005749563743829338,0.006045148422725743
0.0019000000000000004,0.8,86.21784754014554,0.004881461441643368,0.006129104045872554,0.006903735466163752,0.007308301847864943
0.0019000000000000004,0.9,82.9284294971535,0.005571026470649747,0.007262172257784464,0.008340776223556667,0.008894698580812866
0.0019000000000000004,1.0,79.03620857240253,0.006372426307468018,0.0086393913778211,0.010137885871231194,0.010899875556275104
0.0020000000000000005,0.1,98.19383588907769,0.002217516253721639,0.0022659010473027406,0.0023009156824150235,0.0023200432916849678
0.0020000000000000005,0.2,97.13881168707417,0.002471619925523639,0.0025850333412192807,0.0026624399202751104,0.002705631855207129
0.0020000000000000005,0.30000000000000004,95.8911763809895,0.0027675876017540764,0.0029685000778064143,0.003099153640843967,0.003172698598684116
0.0020000000000000005,0.4,94.415284179709,0.0031116725826614666,0.003429908977881205,0.003629546696562622,0.00374163629797863
0.0020000000000000005,0.5,92.66856010547973,0.003511265857848914,0.003985955411143594,0.004277132957303851,0.004438693917839075
0.0020000000000000005,0.6,90.60040019886395,0.0039750886114273045,0.0046571470301020644,0.005071896763678667,0.0052978472145315675
0.0020000000000000005,0.7000000000000001,88.15106200763043,0.00451342192183998,0.005468705306445095,0.006052172361925619,0.0063633141291849936
0.0020000000000000005,0.8,85.25069027505934,0.005138380464887757,0.006451688469339531,0.0072670899643828965,0.0076929493135420475
0.0020000000000000005,0.9,81.81874773872082,0.0058642383901576275,0.007644391850299435,0.008779764445849124,0.009362840611381965
0.0020000000000000005,1.0,77.76433377535913,0.006707817165755808,0.009094096187180106,0.01067145881182231,0.011473553217131689
0.0021000000000000003,0.1,97.80515611454278,0.0023283920664077208,0.0023791960996678773,0.0024159614665357743,0.0024360454562692155
0.0021000000000000003,0.2,96.70121084014409,0.0025952009217998207,0.0027142850082802444,0.002795561916288866,0.002840913447967485
0.0021000000000000003,0.30000000000000004,95.39628641145197,0.0029059669818417805,0.0031169250816967344,0.003254111322886165,0.003331333528618321
0.0021000000000000003,0.4,93.85340943866456,0.00326725621179454,0.0036014044267752648,0.003811024031390752,0.003928718112877561
0.0021000000000000003,0.5,92.02851119110142,0.003686829150741359,0.004185253181700772,0.004490989605169042,0.0046606286137310295
0.0021000000000000003,0.6,89.8693502911361,0.004173843041998669,0.004890004381607167,0.0053254916018626,0.005562739575258143
0.0021000000000000003,0.7000000000000001,87.31446128901337,0.0047390930179319795,0.005742140571767349,0.006354780980021898,0.006681479835644242
0.0021000000000000003,0.8,84.2922993917837,0.005395299488132144,0.006774272892806507,0.007630444462602041,0.008077596779219149
0.0021000000000000003,0.9,80.7208926393061,0.006157450309665509,0.008026611442814406,0.00921875266814158,0.009830982641951062
0.0021000000000000003,1.0,76.50855170676081,0.0070432080240435966,0.00954880099653911,0.011205031752413426,0.012047230877988273
0.0022000000000000006,0.1,97.41786689591743,0.002439267879093803,0.0024924911520330145,0.002531007250656526,0.0025520476208534646
0.0022000000000000006,0.2,96.26536532414315,0.002718781918076003,0.0028435366753412085,0.0029286839123026224,0.0029761950407278417
0.0022000000000000006,0.30000000000000004,94.90363678643367,0.003044346361929484,0.0032653500855870554,0.0034090690049283635,0.003489968458552528
0.0022000000000000006,0.4,93.29442359819244,0.003422839840927613,0.003772899875669326,0.003992501366218884,0.004115799927776493
0.0022000000000000006,0.5,91.39222375161717,0.0038623924436338056,0.004384550952257954,0.004704846253034236,0.004882563309622983
0.0022000000000000006,0.6,89.14324347753856,0.004372597472570035,0.005122861733112271,0.0055790864400465335,0.0058276319359847235
0.0022000000000000006,0.7000000000000001,86.484414721543,0.004964764114023979,0.006015575837089605,0.00665738959811818,0.006999645542103494
0.0022000000000000006,0.8,83.34267489031862,0.005652218511376533,0.007096857316273485,0.007993798960821186,0.00846224424489625
0.0022000000000000006,0.9,79.63486419890936,0.00645066222917339,0.00840883103532938,0.009657740890434039,0.010299124672520163
0.0022000000000000006,1.0,75.26886236660756,0.0073785988823313895,0.010003505805898117,0.011738604693004542,0.01262090853884486
0.002300000000000001,0.1,97.03196823320167,0.002550143691779885,0.002605786204398152,0.0026460530347772768,0.0026680497854377127
