,iter,emin,light,heavy,frac_l,frac_h,SMD
50,16,32.0,785.2144665410099,714.2774422470068,0.0706680957484816,0.3854233654876742,7.406296454884671
51,17,8.0,791.9674766230316,744.7092779608824,0.22115959354453077,0.4119204167022458,2.0824593184231532
52,17,16.0,791.9674766230316,744.7092779608824,0.13193285560027487,0.5304800235594385,4.9847784443081204
53,17,32.0,776.2147437356485,728.9565450734993,0.10474153297682709,0.5544385026737968,8.556111968693688
54,18,8.0,795.545872333432,740.3039900398562,0.21091281700964906,0.3646998548373324,2.0317916299276497
55,18,16.0,795.545872333432,740.3039900398562,0.12670771598999422,0.48056571098710793,5.064311600654357
56,18,32.0,777.1319115689068,721.8900292753309,0.10034528926784582,0.47713339440490454,8.060138093603973
57,19,8.0,792.7502607653748,740.251653764354,0.2167303609341826,0.36356687898089174,1.9414891845161273
58,19,16.0,792.7502607653748,740.251653764354,0.1295788442703232,0.48942213516160626,4.99780376246838
59,19,32.0,775.250725098368,722.7521180973471,0.10423546302943287,0.4866475233309404,7.969963789021412
60,20,8.0,795.8108470939405,734.8226754375659,0.2023012193027649,0.31032114030568436,2.051555957344597
61,20,16.0,795.8108470939405,734.8226754375659,0.11850852683302823,0.4273051353694961,5.033532119124567
62,20,32.0,780.5638041798469,719.5756325234722,0.08316647597254005,0.45201659038901604,7.914601210031837
63,21,8.0,792.3346906569396,744.927104865502,0.2196142027995903,0.41524411061795835,1.975504462671457
64,21,16.0,792.3346906569396,744.927104865502,0.13484568201733035,0.5333463148671016,5.206092678479249
65,21,32.0,792.3346906569396,713.3220476712102,0.05997429672997287,0.3713408539197487,7.871526172761896
66,22,8.0,797.8197390154012,732.8844571634077,0.19525959367945825,0.29180413266192046,2.021212429098664
67,22,16.0,781.5859185524027,732.8844571634077,0.1815723391925826,0.40718562874251496,4.873193972168358
68,22,32.0,781.5859185524027,732.8844571634077,0.0864499424626007,0.6007623705408516,8.790302583049469
69,23,8.0,800.4591942724921,740.6487557199636,0.18505338078291814,0.3673292248936724,2.0323884894912543
70,23,16.0,780.5223814216494,740.6487557199636,0.19042067424463227,0.49023608277470127,4.8620291182450694
71,23,32.0,780.5223814216494,720.7119428691207,0.09024513703087714,0.45809530696362716,7.827375318483646
72,24,8.0,795.0097178358295,739.6831795689479,0.2036398136967397,0.35915128514749006,1.992681455638286
73,24,16.0,795.0097178358295,739.6831795689479,0.12446435527853525,0.4829567588624854,5.0879839612382485
74,24,32.0,776.5675384135357,721.2410001466541,0.09991496598639456,0.46357709750566894,7.837443187649088
75,25,8.0,806.8477488199799,728.5514782976425,0.154249376987196,0.2526424336169116,1.9723292462909774
76,25,16.0,791.1884947155123,744.2107324021099,0.1390581181703897,0.5191954356445218,5.0210039849984325
77,25,32.0,775.5292406110449,728.5514782976425,0.10720101961339659,0.5538483325072576,8.115123524069105
78,26,8.0,792.3217781948224,737.5654844721354,0.2136938508504143,0.3374618403837767,1.986594873218998
79,26,16.0,792.3217781948224,737.5654844721354,0.13372898120672602,0.46439169139465875,4.853596772839413
80,26,32.0,774.06968028726,719.3133865645731,0.11038914673330953,0.4372724027133167,8.087095768018283
81,27,8.0,794.3685564465535,731.9823152842885,0.2128966223132037,0.27413851927669736,2.0671286031948584
82,27,16.0,794.3685564465535,731.9823152842885,0.12581239693471724,0.38888349985449605,5.154646474055491
83,27,32.0,778.7719961559873,716.3857549937222,0.09248472794431027,0.40652081261542833,7.980933691188695
84,28,8.0,793.3249176202945,746.0823696560826,0.21694826685246474,0.4228357429019335,2.0397238335001684
85,28,16.0,793.3249176202945,730.334853668012,0.12374549352041314,0.3815648445873526,4.787927836193501
86,28,32.0,777.5774016322239,714.5873376799414,0.09521403306143074,0.3828051685555475,7.350414568663316
87,29,8.0,785.1209814975604,745.852316563947,0.26049626513265217,0.4136687559028076,2.119584545313625
88,29,16.0,785.1209814975604,745.852316563947,0.16720841300191205,0.5411089866156787,5.117266488279344
89,29,32.0,785.1209814975604,726.2179840971404,0.07717906960277561,0.5262338030163562,8.13217910911524
90,30,8.0,793.354557860495,746.3275394045897,0.21366782006920415,0.4166955017301038,1.9626319574367381
91,30,16.0,809.0302306791301,746.3275394045897,0.08075501070247129,0.5463125121618992,5.095008619202757
92,30,32.0,777.67888504186,714.9761937673195,0.09688155705086463,0.3882497648505897,7.913646348530192
93,31,8.0,783.0719625151789,734.1193394896683,0.2785843140623658,0.3053002319388369,1.9698378831027594
94,31,16.0,783.0719625151789,734.1193394896683,0.17512813074170777,0.41224252973600234,5.109117258059645
95,31,32.0,783.0719625151789,717.8017984811647,0.08110992529348986,0.42838847385272144,8.006297416261784
96,32,8.0,794.0563237373474,729.3067082896167,0.207600341588386,0.2573868488471392,1.9887973249534996
97,32,16.0,777.8689198754147,745.4941121515494,0.2007062978222484,0.5388463802236609,5.0845218878307925
98,32,32.0,777.8689198754147,729.3067082896167,0.09918722577860893,0.5590160397036611,7.649033206356491
99,33,8.0,793.1469624740806,739.7832108383963,0.2167542876842196,0.3572351977936741,1.9575565864961615
100,33,16.0,793.1469624740806,739.7832108383963,0.13225172074729596,0.4874139626352016,4.960780284290712
101,33,32.0,775.3590452621859,721.9952936265014,0.10230598986221175,0.4764046548154494,8.032996828798137
102,34,8.0,792.8183341168084,746.1122117036219,0.21875267345367438,0.41808537941654544,1.8503654922922712
103,34,16.0,792.8183341168084,730.5435042325598,0.13047646438500624,0.3785830696960982,5.051877120782702
104,34,32.0,777.2496266457463,714.9747967614977,0.10025799054034686,0.39322058191199655,7.649476494029961
105,35,8.0,792.7979569342992,742.9787772738674,0.21315834620003432,0.3878023674729799,2.08000620856993
106,35,16.0,792.7979569342992,742.9787772738674,0.12643678160919541,0.512955386713423,5.000202826256129
107,35,32.0,792.7979569342992,709.7659908335795,0.059872062100194065,0.32293538417307555,8.30648676546195
108,36,8.0,802.7399299935264,743.5187140713948,0.17119070332148123,0.400052033648426,1.994337034609753
109,36,16.0,782.9995246861491,743.5187140713948,0.17542662116040955,0.5135056070209654,4.98231351606237
110,36,32.0,782.9995246861491,723.7783087640177,0.08333930490863489,0.49709781440343964,7.8316733554133
111,37,8.0,787.235436805497,746.1225742762132,0.24553224553224554,0.42752309418976087,1.8586800683019575
112,37,16.0,787.235436805497,746.1225742762132,0.15426706345396948,0.5534222904867044,4.878639251799952
113,37,32.0,787.235436805497,725.5661430115713,0.0675955698463737,0.5251875669882101,8.016581797024825
114,38,8.0,792.9353630310536,737.2812950581547,0.21167178587099605,0.34313295304958313,2.0704247380690197
115,38,16.0,774.3840070400872,737.2812950581547,0.22611838249658137,0.454287946864622,4.853638938609333
116,38,32.0,792.9353630310536,718.7299390671884,0.06024011299435028,0.43771186440677967,8.05962746075942
117,39,8.0,787.051553921494,742.8295088238153,0.24667472793228537,0.3927275868025566,1.9266785264404915
118,39,16.0,787.051553921494,742.8295088238153,0.15731541009156438,0.5143191116306254,5.219435828046692
119,39,32.0,787.051553921494,713.3481454253629,0.07063572149344097,0.37754072365575897,8.115908796770531
120,40,8.0,793.1450811593135,739.4896929387852,0.21977547495682212,0.35060449050086356,2.0321075024948936
121,40,16.0,793.1450811593135,739.4896929387852,0.12747765254566654,0.4812475709288768,5.319187340817045
122,40,32.0,793.1450811593135,721.6045635319424,0.0560573476702509,0.47519713261648744,8.046248367490621
123,41,8.0,792.3217781948224,737.5654844721354,0.22189845474613687,0.33059602649006625,1.9784335749935533
124,41,16.0,792.3217781948224,737.5654844721354,0.1344627299128751,0.4599225556631171,4.993727582551974
125,41,32.0,774.06968028726,719.3133865645731,0.11004410300184948,0.4430929008393797,7.65713351173177
126,42,8.0,798.0353236484442,740.619257784982,0.1934312878133103,0.3593777009507347,2.0889973728785005
127,42,16.0,798.0353236484442,726.2652413191164,0.11168502095312348,0.3337881298119092,5.079927844330655
128,42,32.0,783.6813071825786,726.2652413191164,0.08111182199473946,0.5209355228549086,8.247966090974899
129,43,8.0,785.5299372508459,746.3021678925613,0.26448736998514116,0.4212044401713137,1.9166505700367948
130,43,16.0,785.5299372508459,746.3021678925613,0.15987248840803708,0.553033230293663,5.306998985189897
131,43,32.0,765.9160525717036,726.6882832134189,0.14927734234558135,0.5349823829726037,7.76141331273801
132,44,8.0,781.8601233418442,742.2653725926593,0.28488421772195166,0.38195334529607794,2.002754907146667
133,44,16.0,801.6574987164366,742.2653725926593,0.1015426674477641,0.5090802577621558,5.099453727520846
134,44,32.0,781.8601233418442,722.4679972180669,0.08314220183486239,0.48767201834862384,7.6795796646119765
135,45,8.0,785.8529053899483,735.9269678355389,0.25591930934267887,0.3188306692879733,2.014625209227201
136,45,16.0,785.8529053899483,735.9269678355389,0.15882013835511144,0.4393735588009224,5.162558912188996
137,45,32.0,769.2109262051453,719.2849886507357,0.13356479841281088,0.4431375327712039,8.044000040699975
138,46,8.0,781.9957773144854,742.3799603540621,0.27473285074112375,0.38564288176490863,1.9420816758082764
139,46,16.0,781.9957773144854,742.3799603540621,0.18053300219696247,0.5045372050816697,5.200172513780995
140,46,32.0,781.9957773144854,722.5720518738503,0.08583721258287488,0.4800394978135139,8.054724286860816
141,47,8.0,793.9539403032535,731.3844451271037,0.2060227371344268,0.2866441030981515,1.9460084022799797
142,47,16.0,793.9539403032535,731.3844451271037,0.12308438409311348,0.38583899127061105,4.980290814908028
143,47,32.0,778.311566509216,715.7420713330664,0.09695035460992908,0.3964539007092199,7.784784616668701
144,48,8.0,792.087797021708,742.5053373321399,0.21982013144240747,0.3937218955378762,2.033442754519826
145,48,16.0,792.087797021708,742.5053373321399,0.1333912037037037,0.5108989197530864,5.204533475493996
146,48,32.0,775.5603104585186,725.9778507689506,0.10466954022988506,0.5294540229885057,7.365564309723242
147,49,8.0,792.9140510523323,730.6604915982001,0.22248844771521478,0.26690056477836727,1.9862934426231507
148,49,16.0,792.9140510523323,730.6604915982001,0.13463020030816641,0.37788906009244994,5.3378916330949595
149,49,32.0,792.9140510523323,715.097101734667,0.054758335118155206,0.39073320482615836,8.236999520071496
150,50,8.0,793.6655960261099,745.7589207212334,0.2166724078539442,0.41327936617292454,2.10488330546878
151,50,16.0,777.6967042578177,745.7589207212334,0.20318297207576644,0.5454012888107791,5.19073415494345
152,50,32.0,777.6967042578177,713.821137184649,0.10002138732444571,0.3682184358736722,8.127369888528845
153,51,8.0,791.6964305553463,729.1722887685506,0.2159652928416486,0.2606507592190889,1.9951255571155286
154,51,16.0,776.0653951086474,744.8033242152496,0.21990230820802606,0.5258117038597836,5.021969871875719
155,51,32.0,776.0653951086474,729.1722887685506,0.10510938502102188,0.5629587401125917,7.812505338547991
156,52,8.0,788.475401017926,740.6351897549257,0.24084084084084084,0.36576576576576575,1.965596482926959
157,52,16.0,788.475401017926,740.6351897549257,0.1408368282453916,0.5011216229396275,5.124805423614033
158,52,32.0,772.5286639302592,724.688452667259,0.119312939172404,0.5124565263680886,8.194033834081335
159,53,8.0,805.8617893454594,727.5574016637262,0.15618521078092606,0.24213890808569455,1.9819743991850813
160,53,16.0,786.2856924250261,747.1334985841595,0.15586965056929722,0.5636042402826855,4.951763464952327
161,53,32.0,766.7095955045928,727.5574016637262,0.14233602244826377,0.5508242721851981,8.126993850250589
162,54,8.0,783.3751387360959,740.2620612640854,0.2717935439323321,0.3585361643362679,2.0684393463662714
163,54,16.0,797.7461645600995,740.2620612640854,0.11236611489776047,0.4882181110029211,5.091280272002084
164,54,32.0,783.3751387360959,711.5200096160784,0.08277932661376797,0.3381942955179069,8.11189473695376
165,55,8.0,797.6143330514204,740.2510133748732,0.19741213498863439,0.36474908200734396,1.9438284445837348
166,55,16.0,797.6143330514204,740.2510133748732,0.10789755575031648,0.49391372090758595,4.746738749666875
167,55,32.0,768.9326732131468,725.9101834557364,0.13449117267116406,0.5237548442658246,7.801888003715957
168,56,8.0,802.7399299935264,743.5187140713948,0.1680359768226239,0.39539911787598375,1.9583138984910697
169,56,16.0,802.7399299935264,743.5187140713948,0.09632533072023518,0.5189612934835864,4.858322946397364
170,56,32.0,782.9995246861491,723.7783087640177,0.07784600183499188,0.49488319570894207,8.13070240519644
171,57,8.0,791.6176550254662,736.0136911232928,0.23252227553118573,0.3201679232350925,2.139154442637921
172,57,16.0,791.6176550254662,736.0136911232928,0.13262678288431062,0.4466125198098257,4.9712033815404
173,57,32.0,773.0830003914084,717.479036489235,0.11107928095681444,0.4219723555109933,7.531285119122418
174,58,8.0,785.6088188934784,746.3889376994571,0.2519130970182074,0.4324918638402674,1.967244980082202
175,58,16.0,785.6088188934784,726.7789971024463,0.1625312560107713,0.33525678015002885,5.182832231929804
176,58,32.0,765.9988782964678,726.7789971024463,0.14977501607028068,0.5338904363974002,8.155768121249729
177,59,8.0,795.6092717189094,747.6982807653153,0.2072867552507501,0.4285469352764681,2.0767865342039507
178,59,16.0,779.6389414010447,747.6982807653153,0.19608626198083068,0.56060303514377,4.933109115234377
179,59,32.0,779.6389414010447,715.7576201295859,0.08839897260273973,0.4031107305936073,7.909971797051934
180,60,8.0,797.3721115739264,732.8895218589971,0.19421414711589347,0.2855000881989769,1.9462021524818094
181,60,16.0,797.3721115739264,732.8895218589971,0.11463178294573644,0.40813953488372096,5.0175847417402455
182,60,32.0,775.8779150022833,711.3953252873541,0.09959160277996704,0.34384179981371354,7.395987119672563
183,61,8.0,792.6483099006708,739.2058236481322,0.21927168930023355,0.36104143240204134,2.043535767939799
184,61,16.0,792.6483099006708,739.2058236481322,0.13687739463601534,0.4707854406130268,5.169585454514468
185,61,32.0,774.8341478164913,721.3916615639528,0.11056945033206161,0.46735905044510384,7.583281030374311
186,62,8.0,797.9253178690158,733.52570909835,0.1888598781549173,0.3024369016536118,1.9937489730143803
187,62,16.0,776.4587816121272,733.52570909835,0.20550458715596331,0.412554321583776,4.953558746833294
188,62,32.0,776.4587816121272,733.52570909835,0.1057347670250896,0.6028673835125448,7.966502938940528
189,63,8.0,793.6714664369476,746.6972660771178,0.21558915537017725,0.4224018074383038,2.029921249287475
190,63,16.0,793.6714664369476,746.6972660771178,0.12968187566883937,0.5512209358887051,5.116735882031396
191,63,32.0,793.6714664369476,715.3811325038978,0.056317793261978305,0.3973134113928597,8.054507475496882
192,64,8.0,784.5015888529468,744.1698257386774,0.2694028566511788,0.40724488039924284,1.9449383973943744
193,64,16.0,784.5015888529468,744.1698257386774,0.16992094485189066,0.5343366034860463,5.1955179107949325
194,64,32.0,784.5015888529468,724.0039441815427,0.07556603099778587,0.5024641097064495,7.871288314422728
195,65,8.0,785.5220051214708,735.1679413200152,0.25670695122996484,0.31610525413559615,2.040583370088314
196,65,16.0,802.3066930552893,735.1679413200152,0.09630283416691184,0.4299303716779445,5.247225030433586
197,65,32.0,785.5220051214708,718.3832533861967,0.07572953736654804,0.43487544483985763,7.994387621234456
198,66,8.0,784.0676175185191,744.6936161870018,0.27221587413202075,0.40370923793618707,2.0182602785137496
199,66,16.0,784.0676175185191,744.6936161870018,0.16937445276777896,0.5362389337484191,4.993562697782706
200,66,32.0,784.0676175185191,725.0066155212431,0.0809052333804809,0.5176096181046677,8.20796887853345
201,67,8.0,804.3009733201916,745.3262379233231,0.16245864530733067,0.4150269893783737,2.048111161896239
202,67,16.0,784.6427281879021,745.3262379233231,0.17019193106149627,0.541030160595378,4.9984018340449925
203,67,32.0,784.6427281879021,725.6679927910335,0.0775320970042796,0.5213266761768901,8.395537190152606
204,68,8.0,792.0526056868579,729.607613929287,0.2284074106288597,0.260502739845177,1.9752234118466132
205,68,16.0,792.0526056868579,745.2188618686797,0.1366941823899371,0.5359669811320755,5.188442700368601
206,68,32.0,776.4413577474652,729.607613929287,0.10383956608621182,0.566799885812161,8.133001916479309
207,69,8.0,786.4034271621086,747.1179060344688,0.25348117586384733,0.4339865910263022,1.9729031520225955
208,69,16.0,786.4034271621086,747.1179060344688,0.15809284818067754,0.5558343789209536,5.388381322526836
209,69,32.0,766.7606665982887,727.4751454706488,0.13867775706295712,0.5458912949949807,7.531201896836593
210,70,8.0,783.2655206484354,744.8267388694284,0.27262579426412503,0.4141336081057874,1.9378906825251307
211,70,16.0,802.4849115379391,725.6073479799248,0.0962867864902232,0.32243729014418326,4.831486184263006
212,70,32.0,783.2655206484354,725.6073479799248,0.08210075026795284,0.5198285101822079,8.147572802711402
213,71,8.0,796.7301038705309,741.6752055038653,0.19890937418852248,0.37721803860469144,1.9300614188156824
214,71,16.0,778.3784710816424,741.6752055038653,0.2012948793407887,0.5035314891112419,5.0413489130824525
215,71,32.0,778.3784710816424,723.3235727149769,0.09878757443145132,0.4898486261568262,7.859131981250432
216,72,8.0,794.4117833732522,731.6632451438493,0.2076876460912475,0.2856029780971345,2.083335027529816
217,72,16.0,794.4117833732522,731.6632451438493,0.12585365853658537,0.3904390243902439,4.908133975553601
218,72,32.0,778.7246488159014,715.9761105864985,0.09207234255486453,0.4077489456001144,7.579365638696705
219,73,8.0,797.7201289919539,732.0789928397778,0.1957891103632755,0.2838898955906463,1.9842956792224147
220,73,16.0,797.7201289919539,732.0789928397778,0.11352912855079442,0.39181511795859414,5.274190996667538
221,73,32.0,781.3098449539099,715.6687088017337,0.08449304174950298,0.39583925021300764,8.261581984427531
222,74,8.0,792.0070612906552,738.8393958709804,0.2228631358154169,0.34705471071490995,1.9623892978548791
223,74,16.0,792.0070612906552,738.8393958709804,0.13227357472279463,0.4749288587969777,4.847383727159249
224,74,32.0,774.2845061507636,721.1168407310888,0.10722493536340132,0.4689744326343005,7.812397645888822
225,75,8.0,789.9807318640242,742.3914090753738,0.22746967071057192,0.38700173310225305,1.9990790328642212
226,75,16.0,789.9807318640242,742.3914090753738,0.14141710706596203,0.5163437071834018,5.167284417899529
227,75,32.0,774.1176242678074,726.5283014791569,0.11144427786106946,0.5340900978082387,8.099838282585297
228,76,8.0,790.9227421299979,743.27983158407,0.22187875665464538,0.39618753219989694,1.9709543310170394
229,76,16.0,790.9227421299979,743.27983158407,0.13863725876329264,0.5195943284757779,5.105691689814675
230,76,32.0,775.041771948022,727.398861402094,0.10945167484531683,0.5467605433468459,8.50697082670788
231,77,8.0,799.0379752533889,740.776286390289,0.18622646376063967,0.36781016249677584,2.0027229873286903
232,77,16.0,784.472553037614,740.776286390289,0.1698058533758331,0.4797643195209118,5.337417298331978
233,77,32.0,784.472553037614,711.6454419587391,0.07543395956854061,0.34702478748482035,8.138695831865467
234,78,8.0,802.7399299935264,743.5187140713948,0.17346938775510204,0.3957297204596124,2.0318807404627757
235,78,16.0,782.9995246861491,743.5187140713948,0.16988267235527973,0.5200232715989528,4.83975792492205
236,78,32.0,782.9995246861491,723.7783087640177,0.08090015667283863,0.49216635806865117,7.611067100730516
237,79,8.0,791.6176550254662,736.0136911232928,0.21929150661545027,0.3212121212121212,2.0986547973644116
238,79,16.0,791.6176550254662,736.0136911232928,0.1336808971080071,0.4421601416486327,4.862375037842617
239,79,32.0,773.0830003914084,717.479036489235,0.11474591974912693,0.4249875276174186,7.812992934517266
240,80,8.0,803.7318535212125,744.6672571034526,0.16922410056350237,0.4013003901170351,2.065091084862662
241,80,16.0,784.0436547152926,744.6672571034526,0.17077447637603507,0.5365806137359961,5.113092739164879
242,80,32.0,784.0436547152926,724.9790582975326,0.08159623072529983,0.5069960022844089,8.26136047753306
243,81,8.0,801.0139108229373,734.9315431392956,0.17712463368384762,0.3128770901568695,2.030413274876974
244,81,16.0,784.4933189020269,734.9315431392956,0.167796938577795,0.4311180003875218,5.033669048298914
245,81,32.0,784.4933189020269,718.4109512183852,0.07742121168513455,0.43358756655633907,7.938412125790121
246,82,8.0,799.3895035236825,734.1193394896683,0.1794363526674136,0.3098336637076618,1.9024406038481265
247,82,16.0,783.0719625151789,734.1193394896683,0.18177406832298137,0.4142080745341615,5.242299464198947
248,82,32.0,783.0719625151789,717.8017984811647,0.0796402408065569,0.42612606078189597,7.517504971577452
249,83,8.0,800.0685383788884,740.4255237807614,0.18032363573764848,0.36641418488552246,2.0593481454641633
250,83,16.0,800.0685383788884,740.4255237807614,0.11054158607350097,0.4821083172147002,5.055241947260434
251,83,32.0,780.1875335128461,720.5445189147191,0.08769043702167227,0.46019598025892283,7.710123559513005
252,84,8.0,794.4075960689631,731.6581273274958,0.20551748069749284,0.2833347792140193,1.9843642566611703
253,84,16.0,794.4075960689631,747.3454945128626,0.1253731343283582,0.5598459316321618,4.869061673746772
254,84,32.0,794.4075960689631,715.9707601421289,0.05286847181538901,0.40115739086947205,7.826997713830337
255,85,8.0,797.7627075511405,733.3387072327934,0.19796077075952648,0.29145424695411737,2.0550756503226717
256,85,16.0,776.2880407783581,733.3387072327934,0.21456204741593096,0.4066064874516417,5.098095330270041
257,85,32.0,776.2880407783581,733.3387072327934,0.10255858955063427,0.6076112663943238,7.762443925905785
258,86,8.0,801.7747076917851,744.4209081001976,0.1733964700817908,0.40826517434352133,1.9856980311649968
259,86,16.0,782.6567744945893,744.4209081001976,0.17253691016115025,0.5347872237768986,5.227719232228787
260,86,32.0,782.6567744945893,725.3029749030018,0.08104062722736992,0.514967925873129,8.214906912408651
261,87,8.0,782.9995246861491,743.5187140713948,0.27278187746696414,0.39943367084262915,2.08511726414971
262,87,16.0,782.9995246861491,743.5187140713948,0.17948470520119655,0.5151983016501013,5.044367210956795
263,87,32.0,782.9995246861491,723.7783087640177,0.0808376813665928,0.5011793295690087,7.923160479660423
264,88,8.0,784.0676175185191,744.6936161870018,0.26752528308410406,0.4072953582850722,1.9434662839166654
265,88,16.0,803.7546181842779,725.0066155212431,0.10084436768374593,0.3156783726731913,5.009643540164488
266,88,32.0,784.0676175185191,725.0066155212431,0.07767059664165774,0.5131118256520186,7.704466342329958
267,89,8.0,795.3386478068616,732.7960794515939,0.20349187236604455,0.2955190504859379,2.019942047788759
268,89,16.0,795.3386478068616,732.7960794515939,0.12203128016991698,0.4029735470167986,5.0206999989759336
269,89,32.0,779.7030057180446,717.160437362777,0.09175035868005739,0.42245337159253943,8.060714259918074
270,90,8.0,785.9436668022817,746.6121696386591,0.25691254225535237,0.4198665164254139,1.8785780013747584
271,90,16.0,785.9436668022817,746.6121696386591,0.15997270423084423,0.5530317800740885,4.9764793918174295
272,90,32.0,785.9436668022817,726.9464210568478,0.07484407484407485,0.5388916768227113,8.137821148196732
273,91,8.0,791.1485016699161,738.3487903734152,0.2247961131355197,0.34478570189137603,2.057893760147569
274,91,16.0,791.1485016699161,738.3487903734152,0.13562949990270481,0.4677952909126289,5.130110654463434
275,91,32.0,773.5485979044158,720.748886607915,0.11890395400014198,0.46014055512174346,8.578065842806966
276,92,8.0,791.5569575449914,744.019749568229,0.22117300528458805,0.4007623668023911,1.9638665849096195
277,92,16.0,791.5569575449914,744.019749568229,0.13971227189340543,0.5183933571497538,5.264460317543497
278,92,32.0,791.5569575449914,712.3282775837207,0.058554698657526424,0.35389888603256214,7.503957230698818
