iter,emin,light,heavy,frac_l,frac_h
0,8.0,795.0224426924772,745.4208150786712,0.28497615262321147,0.31935612082670906
0,16.0,778.4885668212086,745.4208150786712,0.30662935105824735,0.40248382018541196
0,32.0,778.4885668212086,728.8869392074026,0.18884748469523557,0.42081447963800905
1,8.0,798.6825825332012,748.8677595959491,0.25463287588901135,0.3513973755384153
1,16.0,782.0776415541171,748.8677595959491,0.2875513484550813,0.43757813895338454
1,32.0,765.4727005750332,732.2628186168652,0.2674065266217466,0.4546175188267935
2,8.0,791.3159558391022,743.9846284528338,0.30481975702051384,0.30233021310495917
2,16.0,791.3159558391022,743.9846284528338,0.22820467106436085,0.3781422713496167
2,32.0,775.5388467103461,728.2075193240777,0.20946745562130178,0.4181459566074951
3,8.0,786.6280704627561,751.1690939021884,0.3474261107848894,0.35662556273243295
3,16.0,786.6280704627561,733.4396056219045,0.25499124343257445,0.2882661996497373
3,32.0,786.6280704627561,715.7101173416206,0.15206764433875017,0.2940943321442727
4,8.0,797.9255300697223,753.6500476494992,0.2633287428683848,0.38855006885697424
4,16.0,783.167035929648,738.8915535094249,0.27696895281529554,0.3448517803894054
4,32.0,768.4085417895736,724.1330593693505,0.2526244952893674,0.37065948855989234
5,8.0,796.5718613035156,753.0371287313003,0.26874565498063363,0.3844473135365975
5,16.0,796.5718613035156,738.5255512072285,0.20278503046127067,0.33542210617928636
5,32.0,782.0602837794438,724.0139736831567,0.1800550386581051,0.3673175206394968
6,8.0,782.0602837794438,753.0371287313003,0.36911764705882355,0.38372549019607843
6,16.0,796.5718613035156,738.5255512072285,0.19823477493380406,0.3357458075904678
6,32.0,767.548706255372,724.0139736831567,0.2575158227848101,0.3755274261603376
7,8.0,804.5216555978773,742.5560676917331,0.22967600874577618,0.283840190816935
7,16.0,789.0302586213412,742.5560676917331,0.25591663723066055,0.3700105969622042
7,32.0,789.0302586213412,727.064670715197,0.1447815851425582,0.3986398116662307
8,8.0,793.1706592045807,757.8456995138959,0.2957901037509976,0.4246807661612131
8,16.0,775.5081793592383,740.1832196685534,0.3350932770151355,0.35075677578317493
8,32.0,775.5081793592383,722.5207398232109,0.21433320037229092,0.34955458050791116
9,8.0,797.2490619833137,748.0185375846472,0.26841018582243636,0.33684003539474977
9,16.0,797.2490619833137,731.6083627850917,0.19543329737504495,0.2657317511686444
9,32.0,780.8388871837582,731.6083627850917,0.1837144003208985,0.4582163390827651
10,8.0,805.6860239467916,743.9944050639215,0.21892103205629398,0.3034597341673182
10,16.0,790.263119226074,743.9944050639215,0.2360049760085303,0.38812866536342633
10,32.0,774.8402145053565,728.5715003432039,0.21442597198586202,0.4166775755989004
11,8.0,805.5580649496152,742.0884519597098,0.22075620322961795,0.2895825128003151
11,16.0,789.6906617021389,742.0884519597098,0.24066762383345297,0.3639626704953338
11,32.0,773.8232584546626,726.2210487122335,0.22174668984886986,0.3988230573759529
12,8.0,809.5186251622602,746.9809086929772,0.19810953030598324,0.33190411225881894
12,16.0,793.8841960449395,731.3464795756564,0.2100087796312555,0.2611062335381914
12,32.0,778.2497669276187,731.3464795756564,0.1970404984423676,0.4449636552440291
13,8.0,799.7301045151753,745.282509828254,0.2574002574002574,0.3066033066033066
13,16.0,786.118205843445,731.6706111565236,0.2586420847367488,0.26697394079063996
13,32.0,772.5063071717146,731.6706111565236,0.22614934892373106,0.45110284347595003
14,8.0,796.2402871758444,736.8097828758109,0.27317798710956864,0.23837382250867625
14,16.0,796.2402871758444,736.8097828758109,0.19915700737618547,0.32349841938883034
14,32.0,781.382661100836,736.8097828758109,0.18136461704422868,0.49716828478964403
15,8.0,798.5992869309034,754.6928184407135,0.26338885010471724,0.3946344868854094
15,16.0,783.9637974341734,740.0573289439835,0.2810550703974336,0.35002673320263766
15,32.0,783.9637974341734,725.4218394472535,0.16454858353190363,0.3906539581678581
16,8.0,789.6315837752143,743.2576137045851,0.3160806005531411,0.297510865270644
16,16.0,789.6315837752143,743.2576137045851,0.2441207441207441,0.3681993681993682
16,32.0,774.1735937516712,727.7996236810419,0.2200706528849928,0.40298312181080725
17,8.0,796.7380927273435,753.4086129804322,0.26922699145467044,0.38532560652195263
17,16.0,796.7380927273435,738.965453064795,0.18989577813107225,0.338102808691044
17,32.0,767.8517728960693,724.5222931491579,0.2513705040780853,0.38293889557427463
18,8.0,786.9143527798308,745.4501193534769,0.3353925866879235,0.32243921881227583
18,16.0,786.9143527798308,745.4501193534769,0.2599784250269687,0.3978784609852571
18,32.0,773.0929416377128,731.6287082113589,0.22185561567902864,0.44146759931371254
19,8.0,796.0039431026355,752.3689896714413,0.26628333498562506,0.38019232675721226
19,16.0,796.0039431026355,737.8240051943766,0.20446030330062445,0.32595896520963424
19,32.0,781.4589586255707,723.2790207173118,0.17240930958262904,0.37134312833181643
20,8.0,789.091414652376,753.8917374801892,0.31731909845788847,0.390371688414393
20,16.0,789.091414652376,736.2918988940959,0.24190140845070424,0.31003521126760564
20,32.0,789.091414652376,718.6920603080025,0.14049586776859505,0.32310114128295947
21,8.0,785.5506086656577,754.8508154298254,0.3522514533451572,0.3929451177455907
21,16.0,785.5506086656577,739.5009188119092,0.2598575647038388,0.3394128886572868
21,32.0,770.2007120477415,724.151022193993,0.24050294275013376,0.37720706260032105
22,8.0,799.2789335774646,753.8043564089602,0.2555633873728728,0.3809284060014097
22,16.0,784.1207411879632,738.6461640194588,0.2658723101547217,0.3378979192601814
22,32.0,784.1207411879632,723.4879716299573,0.1678412947011224,0.3715740015661707
23,8.0,816.3101797583125,750.1310408410418,0.16814072327044025,0.35662342767295596
23,16.0,783.2206102996772,733.5862561117241,0.27936005625879046,0.2883263009845288
23,32.0,783.2206102996772,717.0414713824064,0.16609498680738785,0.3059366754617414
24,8.0,799.479524051559,749.7058225897028,0.25472260886856235,0.35444422350367866
24,16.0,799.479524051559,733.1145887690842,0.18120805369127516,0.2804662663369834
24,32.0,766.2970564103216,733.1145887690842,0.25985401459854013,0.4678168546781685
25,8.0,804.1343676244293,743.1635130966166,0.2255009470641013,0.2976772006778985
25,16.0,773.6489403605229,743.1635130966166,0.3499821619693186,0.37406350338922584
25,32.0,773.6489403605229,727.9207994646634,0.2198505869797225,0.4116862326574173
26,8.0,799.8781263639214,750.1708586207924,0.25143468534189284,0.35375936192977336
26,16.0,783.3090371162118,733.6017693730828,0.2785515320334262,0.2849930362116992
26,32.0,766.7399478685021,733.6017693730828,0.25199320350281007,0.4757548032936871
