iter,emin,light,heavy,frac_l,frac_h
0,4.0,809.6198,748.01526,0.21032365490685814,0.3123113747528359
0,8.0,794.2187,732.61414,0.2528645578297914,0.22749975516599746
0,16.0,778.8175,732.61414,0.28549949883060477,0.3022051453391246
0,32.0,763.4164,732.61414,0.24610297590930563,0.5123996221067548
1,4.0,823.71387,744.67883,0.146062789500772,0.289861039629439
1,8.0,792.09985,744.67883,0.2557864670540727,0.34117994681374963
1,16.0,776.29285,744.67883,0.31209449342871404,0.42322408916985527
1,32.0,776.29285,728.8719,0.17638018678330772,0.4699137013831422
2,4.0,797.0969,748.552,0.28707204905467554,0.31139499233520695
2,8.0,797.0969,732.37036,0.2339982137540935,0.2188151235486752
2,16.0,780.9153,732.37036,0.26697854492660106,0.3063397322148734
2,32.0,764.73364,732.37036,0.23935985155978198,0.5069001507595964
3,4.0,814.2959,733.0381,0.18583428393653428,0.18770092294928964
3,8.0,781.7928,733.0381,0.33527036343937755,0.22761745296956565
3,16.0,781.7928,733.0381,0.26702269692923897,0.3130841121495327
3,32.0,765.5412,733.0381,0.23834498834498835,0.503030303030303
4,4.0,802.47406,742.7219,0.2509922707332358,0.27031543764361815
4,8.0,802.47406,742.7219,0.20416952138592542,0.3157482626994225
4,16.0,787.536,727.78394,0.23789787798408488,0.2539787798408488
4,32.0,772.598,727.78394,0.1944181646168401,0.4600283822138127
5,4.0,833.3256,741.59546,0.11321909424724602,0.2492860057119543
5,8.0,796.63354,741.59546,0.2328314715881496,0.30976202039825157
5,16.0,778.28754,741.59546,0.2905064321771698,0.38853606904412963
5,32.0,778.28754,723.2494,0.17017275825596428,0.41156422611352683
6,4.0,797.9192,740.01904,0.271113894978599,0.24083933604760413
6,8.0,783.44415,740.01904,0.3195219904006269,0.2908218238808894
6,16.0,783.44415,740.01904,0.2551440329218107,0.3838683127572016
6,32.0,768.9691,725.544,0.21460228598087241,0.4428504781898764
7,4.0,798.97314,750.75006,0.2694574273521642,0.3383458646616541
7,8.0,798.97314,734.67566,0.2218510512870898,0.23845549223816073
7,16.0,782.8988,734.67566,0.25555007400098667,0.32741325439894753
7,32.0,766.8244,718.6013,0.23457966182424386,0.3573469873779471
8,4.0,809.01624,747.02356,0.21347844286312265,0.30064880703223107
8,8.0,793.51807,731.5254,0.2508384296705465,0.2142434405208128
8,16.0,778.0199,731.5254,0.2893589536573551,0.29258840626513805
8,32.0,762.5217,731.5254,0.2572506484319736,0.4930440933742042
9,4.0,804.8562,743.4867,0.2317867317867318,0.2672975172975173
9,8.0,789.51385,743.4867,0.28236914600550966,0.31946084218811494
9,16.0,774.1715,743.4867,0.3171599547145399,0.4156558305029921
9,32.0,774.1715,728.14435,0.19245773732119636,0.4593923631634945
10,4.0,816.6756,742.15967,0.1715957780332323,0.2602152785035009
10,8.0,786.86926,742.15967,0.29463060944542424,0.3101116990005879
10,16.0,771.96606,742.15967,0.3364409551848217,0.40317304546941446
10,32.0,771.96606,727.25653,0.20442571127502634,0.44936190141669596
11,4.0,793.4343,756.40546,0.31316982687551526,0.38736603462489694
11,8.0,793.4343,737.89105,0.255016309182564,0.26984283878620147
11,16.0,793.4343,737.89105,0.19822776501476863,0.3427961929766984
11,32.0,774.91986,719.37665,0.18059267867518886,0.3701336432306798
12,4.0,796.4953,747.8501,0.28929455445544555,0.30198019801980197
12,8.0,796.4953,747.8501,0.23474827245804541,0.36939782823297135
12,16.0,780.2803,731.6351,0.2844502703588399,0.2921514009503523
12,32.0,764.0652,731.6351,0.24676711353659983,0.49792383438130267
13,4.0,812.3943,740.01904,0.18998467041389883,0.2446601941747573
13,8.0,783.44415,740.01904,0.3183431952662722,0.2930966469428008
13,16.0,783.44415,740.01904,0.2519259137846255,0.3858383871496476
